Date,Allegany_HPI_AllTransactions,Allegany_Civilian_Labor_Force,Allegany_Employment_Count,Allegany_Poverty_All_Ages,Allegany_Active_Listings,Allegany_Median_Listing_Price,Allegany_Permits_Annual,Allegany_Real_GDP,Allegany_Population_Annual,Allegany_Unemployed_Persons,Allegany_Unemployment_Rate,Anne Arundel_HPI_AllTransactions,Anne Arundel_Civilian_Labor_Force,Anne Arundel_Employment_Count,Anne Arundel_Poverty_All_Ages,Anne Arundel_Active_Listings,Anne Arundel_Median_Listing_Price,Anne Arundel_Permits_Annual,Anne Arundel_Real_GDP,Anne Arundel_Population_Annual,Anne Arundel_Unemployed_Persons,Anne Arundel_Unemployment_Rate,Baltimore County_HPI_AllTransactions,Baltimore County_Civilian_Labor_Force,Baltimore County_Employment_Count,Baltimore County_Poverty_All_Ages,Baltimore County_Active_Listings,Baltimore County_Median_Listing_Price,Baltimore County_Permits_Annual,Baltimore County_Real_GDP,Baltimore County_Population_Annual,Baltimore County_Unemployed_Persons,Baltimore County_Unemployment_Rate,Baltimore City_HPI_AllTransactions,Baltimore City_Civilian_Labor_Force,Baltimore City_Employment_Count,Baltimore City_Poverty_All_Ages,Baltimore City_Active_Listings,Baltimore City_Median_Listing_Price,Baltimore City_Permits_Annual,Baltimore City_Real_GDP,Baltimore City_Population_Annual,Baltimore City_Unemployed_Persons,Baltimore City_Unemployment_Rate,Calvert_HPI_AllTransactions,Calvert_Civilian_Labor_Force,Calvert_Employment_Count,Calvert_Poverty_All_Ages,Calvert_Active_Listings,Calvert_Median_Listing_Price,Calvert_Permits_Annual,Calvert_Real_GDP,Calvert_Population_Annual,Calvert_Unemployed_Persons,Calvert_Unemployment_Rate,Caroline_HPI_AllTransactions,Caroline_Civilian_Labor_Force,Caroline_Employment_Count,Caroline_Poverty_All_Ages,Caroline_Permits_Annual,Caroline_Real_GDP,Caroline_Population_Annual,Caroline_Unemployed_Persons,Caroline_Unemployment_Rate,Carroll_HPI_AllTransactions,Carroll_Civilian_Labor_Force,Carroll_Employment_Count,Carroll_Poverty_All_Ages,Carroll_Active_Listings,Carroll_Median_Listing_Price,Carroll_Permits_Annual,Carroll_Real_GDP,Carroll_Population_Annual,Carroll_Unemployed_Persons,Carroll_Unemployment_Rate,Cecil_HPI_AllTransactions,Cecil_Civilian_Labor_Force,Cecil_Employment_Count,Cecil_Poverty_All_Ages,Cecil_Active_Listings,Cecil_Median_Listing_Price,Cecil_Permits_Annual,Cecil_Real_GDP,Cecil_Population_Annual,Cecil_Unemployed_Persons,Cecil_Unemployment_Rate,Charles_HPI_AllTransactions,Charles_Civilian_Labor_Force,Charles_Employment_Count,Charles_Poverty_All_Ages,Charles_Active_Listings,Charles_Median_Listing_Price,Charles_Permits_Annual,Charles_Real_GDP,Charles_Population_Annual,Charles_Unemployed_Persons,Charles_Unemployment_Rate,Dorchester_HPI_AllTransactions,Dorchester_Civilian_Labor_Force,Dorchester_Employment_Count,Dorchester_Poverty_All_Ages,Dorchester_Permits_Annual,Dorchester_Real_GDP,Dorchester_Population_Annual,Dorchester_Unemployed_Persons,Dorchester_Unemployment_Rate,Frederick_HPI_AllTransactions,Frederick_Civilian_Labor_Force,Frederick_Employment_Count,Frederick_Poverty_All_Ages,Frederick_Active_Listings,Frederick_Median_Listing_Price,Frederick_Permits_Annual,Frederick_Real_GDP,Frederick_Population_Annual,Frederick_Unemployed_Persons,Frederick_Unemployment_Rate,Garrett_HPI_AllTransactions,Garrett_Civilian_Labor_Force,Garrett_Employment_Count,Somerset_HPI_AllTransactions,Somerset_Civilian_Labor_Force,Somerset_Employment_Count,Somerset_Poverty_All_Ages,Somerset_Permits_Annual,Somerset_Real_GDP,Somerset_Population_Annual,Somerset_Unemployed_Persons,Somerset_Unemployment_Rate,St. Mary's_HPI_AllTransactions,St. Mary's_Civilian_Labor_Force,St. Mary's_Employment_Count,St. Mary's_Poverty_All_Ages,St. Mary's_Active_Listings,St. Mary's_Median_Listing_Price,St. Mary's_Permits_Annual,St. Mary's_Real_GDP,St. Mary's_Population_Annual,St. Mary's_Unemployed_Persons,St. Mary's_Unemployment_Rate,Talbot_HPI_AllTransactions,Talbot_Civilian_Labor_Force,Talbot_Employment_Count,Talbot_Poverty_All_Ages,Talbot_Permits_Annual,Talbot_Real_GDP,Talbot_Population_Annual,Talbot_Unemployed_Persons,Talbot_Unemployment_Rate,Washington_HPI_AllTransactions,Washington_Civilian_Labor_Force,Washington_Employment_Count,Washington_Poverty_All_Ages,Washington_Active_Listings,Washington_Median_Listing_Price,Washington_Permits_Annual,Washington_Real_GDP,Washington_Population_Annual,Washington_Unemployed_Persons,Washington_Unemployment_Rate,Wicomico_HPI_AllTransactions,Wicomico_Civilian_Labor_Force,Wicomico_Employment_Count,Wicomico_Poverty_All_Ages,Wicomico_Active_Listings,Wicomico_Median_Listing_Price,Wicomico_Permits_Annual,Wicomico_Real_GDP,Wicomico_Population_Annual,Wicomico_Unemployed_Persons,Wicomico_Unemployment_Rate,Worcester_HPI_AllTransactions,Worcester_Civilian_Labor_Force,Worcester_Employment_Count,Worcester_Poverty_All_Ages,Worcester_Active_Listings,Worcester_Median_Listing_Price,Worcester_Permits_Annual,Worcester_Real_GDP,Worcester_Population_Annual,Worcester_Unemployed_Persons,Worcester_Unemployment_Rate
2004-11-30,109.96,35067.0,33153.0,13.6,,,107.0,2854683.0,73.35,1914.0,5.5,130.65,272895.0,263005.0,6.2,,,3001.0,31332343.0,503.299,9890.0,3.6,121.67,416125.0,398070.0,7.6,,,2599.0,43168239.0,773.93,18055.0,4.3,130.01,274872.0,370.1,19.8,,,695.0,42112870.0,642.324,19357.0,7.0,124.66,45558.0,43992.0,5.3,,,791.0,3028664.0,83.305,1566.0,3.4,122.73,15952.0,15250.0,10.6,260.0,854833.0,30.672,702.0,4.4,124.49,90529.0,87614.0,5.0,,,1065.0,4905356.0,162.25,2915.0,3.2,120.18,49040.0,47140.0,7.8,,,1089.0,2910332.0,92.407,1900.0,3.9,123.98,71616.0,69227.0,6.9,,,1244.0,4625708.0,131.099,2389.0,3.3,119.87,16891.0,16036.0,13.6,287.0,1210085.0,30.459,855.0,5.1,129.74,118665.0,114935.0,5.6,,,1837.0,9793128.0,212.655,3730.0,3.1,124.73,16094.0,15389.0,118.65,11368.0,10688.0,19.4,230.0,698040.0,25.404,680.0,6.0,119.99,49209.0,47549.0,7.4,,,1094.0,4904456.0,92.154,1660.0,3.4,124.55,18673.0,17995.0,8.3,522.0,1894058.0,34.569,678.0,3.6,119.87,66737.0,64082.0,9.8,,,1105.0,5735115.0,136.452,2655.0,4.0,116.7,50641.0,48421.0,11.6,,,1068.0,3686731.0,87.427,2220.0,4.4,136.9,25387.0,23242.0,9.8,,,1018.0,2424996.0,48.69,2145.0,8.4
2004-12-31,117.15,35433.0,33347.0,14.2,,,120.0,2820988.0,73.385,2086.0,5.9,155.18,271940.0,262552.0,6.5,,,2364.0,33543034.0,507.037,9388.0,3.5,141.35,414966.0,397382.0,8.2,,,2103.0,44632581.0,778.827,17584.0,4.2,149.24,274553.0,369.5,21.5,,,740.0,42157091.0,641.004,19477.0,7.1,148.98,45379.0,43895.0,5.4,,,525.0,3317798.0,85.291,1484.0,3.3,144.38,15632.0,14939.0,10.5,316.0,905195.0,30.795,693.0,4.4,148.72,90249.0,87463.0,5.1,,,1040.0,5108086.0,164.983,2786.0,3.1,138.17,48890.0,46912.0,8.1,,,811.0,3201217.0,94.698,1978.0,4.0,148.8,71353.0,69077.0,7.2,,,1000.0,4782544.0,134.307,2276.0,3.2,138.2,16649.0,15692.0,13.9,423.0,1238654.0,30.851,957.0,5.7,153.76,118435.0,114921.0,5.9,,,1773.0,10203897.0,216.115,3514.0,3.0,141.23,15980.0,15119.0,136.1,11294.0,10552.0,19.7,185.0,754612.0,25.612,742.0,6.6,142.98,48945.0,47358.0,7.7,,,1384.0,5118038.0,94.606,1587.0,3.2,144.23,18391.0,17652.0,8.3,625.0,1956328.0,35.204,739.0,4.0,140.75,67199.0,64436.0,10.1,,,1368.0,6070558.0,138.792,2763.0,4.1,132.64,50076.0,47809.0,12.3,,,1000.0,3907071.0,88.739,2267.0,4.5,162.32,25074.0,22532.0,9.9,,,1225.0,2512246.0,48.88,2542.0,10.1
2005-01-31,117.15,35408.0,32770.0,14.2,,,120.0,2820988.0,73.385,2638.0,7.5,155.18,270008.0,259570.0,6.5,,,2364.0,33543034.0,507.037,10438.0,3.9,141.35,413074.0,393402.0,8.2,,,2103.0,44632581.0,778.827,19672.0,4.8,149.24,269636.0,369.1,21.5,,,740.0,42157091.0,641.004,21096.0,7.8,148.98,45527.0,43726.0,5.4,,,525.0,3317798.0,85.291,1801.0,4.0,144.38,15797.0,14976.0,10.5,316.0,905195.0,30.795,821.0,5.2,148.72,90508.0,87102.0,5.1,,,1040.0,5108086.0,164.983,3406.0,3.8,138.17,49615.0,46583.0,8.1,,,811.0,3201217.0,94.698,3032.0,6.1,148.8,71726.0,69085.0,7.2,,,1000.0,4782544.0,134.307,2641.0,3.7,138.2,16660.0,15584.0,13.9,423.0,1238654.0,30.851,1076.0,6.5,153.76,119264.0,115042.0,5.9,,,1773.0,10203897.0,216.115,4222.0,3.5,141.23,16473.0,15407.0,136.1,11044.0,10193.0,19.7,185.0,754612.0,25.612,851.0,7.7,142.98,48773.0,46878.0,7.7,,,1384.0,5118038.0,94.606,1895.0,3.9,144.23,18487.0,17573.0,8.3,625.0,1956328.0,35.204,914.0,4.9,140.75,66862.0,63613.0,10.1,,,1368.0,6070558.0,138.792,3249.0,4.9,132.64,49571.0,46971.0,12.3,,,1000.0,3907071.0,88.739,2600.0,5.2,162.32,24273.0,21442.0,9.9,,,1225.0,2512246.0,48.88,2831.0,11.7
2005-02-28,117.15,35542.0,32828.0,14.2,,,120.0,2820988.0,73.385,2714.0,7.6,155.18,270774.0,259711.0,6.5,,,2364.0,33543034.0,507.037,11063.0,4.1,141.35,414189.0,393617.0,8.2,,,2103.0,44632581.0,778.827,20572.0,5.0,149.24,269794.0,369.6,21.5,,,740.0,42157091.0,641.004,21120.0,7.8,148.98,45641.0,43842.0,5.4,,,525.0,3317798.0,85.291,1799.0,3.9,144.38,15791.0,14918.0,10.5,316.0,905195.0,30.795,873.0,5.5,148.72,90915.0,87150.0,5.1,,,1040.0,5108086.0,164.983,3765.0,4.1,138.17,49072.0,46564.0,8.1,,,811.0,3201217.0,94.698,2508.0,5.1,148.8,72074.0,69267.0,7.2,,,1000.0,4782544.0,134.307,2807.0,3.9,138.2,16582.0,15433.0,13.9,423.0,1238654.0,30.851,1149.0,6.9,153.76,119387.0,114867.0,5.9,,,1773.0,10203897.0,216.115,4520.0,3.8,141.23,16431.0,15312.0,136.1,11254.0,10333.0,19.7,185.0,754612.0,25.612,921.0,8.2,142.98,48746.0,46748.0,7.7,,,1384.0,5118038.0,94.606,1998.0,4.1,144.23,18355.0,17388.0,8.3,625.0,1956328.0,35.204,967.0,5.3,140.75,67021.0,63222.0,10.1,,,1368.0,6070558.0,138.792,3799.0,5.7,132.64,50311.0,47616.0,12.3,,,1000.0,3907071.0,88.739,2695.0,5.4,162.32,24590.0,21710.0,9.9,,,1225.0,2512246.0,48.88,2880.0,11.7
2005-03-31,117.15,35652.0,33128.0,14.2,,,120.0,2820988.0,73.385,2524.0,7.1,155.18,272501.0,261866.0,6.5,,,2364.0,33543034.0,507.037,10635.0,3.9,141.35,416591.0,396884.0,8.2,,,2103.0,44632581.0,778.827,19707.0,4.7,149.24,270555.0,367.9,21.5,,,740.0,42157091.0,641.004,19818.0,7.3,148.98,45992.0,44258.0,5.4,,,525.0,3317798.0,85.291,1734.0,3.8,144.38,16175.0,15366.0,10.5,316.0,905195.0,30.795,809.0,5.0,148.72,91443.0,87874.0,5.1,,,1040.0,5108086.0,164.983,3569.0,3.9,138.17,49263.0,47174.0,8.1,,,811.0,3201217.0,94.698,2089.0,4.2,148.8,72632.0,69924.0,7.2,,,1000.0,4782544.0,134.307,2708.0,3.7,138.2,16872.0,15819.0,13.9,423.0,1238654.0,30.851,1053.0,6.2,153.76,120050.0,115754.0,5.9,,,1773.0,10203897.0,216.115,4296.0,3.6,141.23,16624.0,15574.0,136.1,11418.0,10550.0,19.7,185.0,754612.0,25.612,868.0,7.6,142.98,49325.0,47406.0,7.7,,,1384.0,5118038.0,94.606,1919.0,3.9,144.23,18745.0,17879.0,8.3,625.0,1956328.0,35.204,866.0,4.6,140.75,67349.0,63823.0,10.1,,,1368.0,6070558.0,138.792,3526.0,5.2,132.64,51073.0,48610.0,12.3,,,1000.0,3907071.0,88.739,2463.0,4.8,162.32,24980.0,22549.0,9.9,,,1225.0,2512246.0,48.88,2431.0,9.7
2005-04-30,117.15,35503.0,33339.0,14.2,,,120.0,2820988.0,73.385,2164.0,6.1,155.18,273098.0,263574.0,6.5,,,2364.0,33543034.0,507.037,9524.0,3.5,141.35,417499.0,399474.0,8.2,,,2103.0,44632581.0,778.827,18025.0,4.3,149.24,271165.0,368.2,21.5,,,740.0,42157091.0,641.004,18790.0,6.9,148.98,45936.0,44368.0,5.4,,,525.0,3317798.0,85.291,1568.0,3.4,144.38,16241.0,15538.0,10.5,316.0,905195.0,30.795,703.0,4.3,148.72,91267.0,88446.0,5.1,,,1040.0,5108086.0,164.983,2821.0,3.1,138.17,49517.0,47507.0,8.1,,,811.0,3201217.0,94.698,2010.0,4.1,148.8,72588.0,70100.0,7.2,,,1000.0,4782544.0,134.307,2488.0,3.4,138.2,17043.0,16035.0,13.9,423.0,1238654.0,30.851,1008.0,5.9,153.76,119841.0,116139.0,5.9,,,1773.0,10203897.0,216.115,3702.0,3.1,141.23,16565.0,15794.0,136.1,11455.0,10675.0,19.7,185.0,754612.0,25.612,780.0,6.8,142.98,48977.0,47273.0,7.7,,,1384.0,5118038.0,94.606,1704.0,3.5,144.23,18947.0,18230.0,8.3,625.0,1956328.0,35.204,717.0,3.8,140.75,67477.0,64464.0,10.1,,,1368.0,6070558.0,138.792,3013.0,4.5,132.64,51416.0,49189.0,12.3,,,1000.0,3907071.0,88.739,2227.0,4.3,162.32,26291.0,24388.0,9.9,,,1225.0,2512246.0,48.88,1903.0,7.2
2005-05-31,117.15,35578.0,33533.0,14.2,,,120.0,2820988.0,73.385,2045.0,5.7,155.18,275062.0,265366.0,6.5,,,2364.0,33543034.0,507.037,9696.0,3.5,141.35,420216.0,402188.0,8.2,,,2103.0,44632581.0,778.827,18028.0,4.3,149.24,272533.0,368.2,21.5,,,740.0,42157091.0,641.004,18444.0,6.8,148.98,46183.0,44649.0,5.4,,,525.0,3317798.0,85.291,1534.0,3.3,144.38,16386.0,15709.0,10.5,316.0,905195.0,30.795,677.0,4.1,148.72,91891.0,89047.0,5.1,,,1040.0,5108086.0,164.983,2844.0,3.1,138.17,49691.0,47758.0,8.1,,,811.0,3201217.0,94.698,1933.0,3.9,148.8,73108.0,70544.0,7.2,,,1000.0,4782544.0,134.307,2564.0,3.5,138.2,17338.0,16340.0,13.9,423.0,1238654.0,30.851,998.0,5.8,153.76,120435.0,116710.0,5.9,,,1773.0,10203897.0,216.115,3725.0,3.1,141.23,16688.0,15986.0,136.1,11569.0,10836.0,19.7,185.0,754612.0,25.612,733.0,6.3,142.98,49290.0,47613.0,7.7,,,1384.0,5118038.0,94.606,1677.0,3.4,144.23,19204.0,18490.0,8.3,625.0,1956328.0,35.204,714.0,3.7,140.75,67994.0,65199.0,10.1,,,1368.0,6070558.0,138.792,2795.0,4.1,132.64,52031.0,49924.0,12.3,,,1000.0,3907071.0,88.739,2107.0,4.0,162.32,27833.0,26266.0,9.9,,,1225.0,2512246.0,48.88,1567.0,5.6
2005-06-30,117.15,35929.0,33748.0,14.2,,,120.0,2820988.0,73.385,2181.0,6.1,155.18,278396.0,267763.0,6.5,,,2364.0,33543034.0,507.037,10633.0,3.8,141.35,425295.0,405821.0,8.2,,,2103.0,44632581.0,778.827,19474.0,4.6,149.24,276278.0,367.6,21.5,,,740.0,42157091.0,641.004,19892.0,7.2,148.98,46508.0,44744.0,5.4,,,525.0,3317798.0,85.291,1764.0,3.8,144.38,16653.0,15893.0,10.5,316.0,905195.0,30.795,760.0,4.6,148.72,93306.0,89852.0,5.1,,,1040.0,5108086.0,164.983,3454.0,3.7,138.17,50440.0,47731.0,8.1,,,811.0,3201217.0,94.698,2709.0,5.4,148.8,73535.0,70690.0,7.2,,,1000.0,4782544.0,134.307,2845.0,3.9,138.2,17622.0,16700.0,13.9,423.0,1238654.0,30.851,922.0,5.2,153.76,122295.0,118063.0,5.9,,,1773.0,10203897.0,216.115,4232.0,3.5,141.23,17076.0,16299.0,136.1,11747.0,11048.0,19.7,185.0,754612.0,25.612,699.0,6.0,142.98,49969.0,48026.0,7.7,,,1384.0,5118038.0,94.606,1943.0,3.9,144.23,19607.0,18824.0,8.3,625.0,1956328.0,35.204,783.0,4.0,140.75,69038.0,65887.0,10.1,,,1368.0,6070558.0,138.792,3151.0,4.6,132.64,53146.0,50907.0,12.3,,,1000.0,3907071.0,88.739,2239.0,4.2,162.32,31577.0,30166.0,9.9,,,1225.0,2512246.0,48.88,1411.0,4.5
2005-07-31,117.15,35594.0,33552.0,14.2,,,120.0,2820988.0,73.385,2042.0,5.7,155.18,281637.0,270737.0,6.5,,,2364.0,33543034.0,507.037,10900.0,3.9,141.35,429607.0,410328.0,8.2,,,2103.0,44632581.0,778.827,19279.0,4.5,149.24,279017.0,366.4,21.5,,,740.0,42157091.0,641.004,19785.0,7.1,148.98,47105.0,45275.0,5.4,,,525.0,3317798.0,85.291,1830.0,3.9,144.38,16562.0,15837.0,10.5,316.0,905195.0,30.795,725.0,4.4,148.72,94387.0,90850.0,5.1,,,1040.0,5108086.0,164.983,3537.0,3.7,138.17,50295.0,47921.0,8.1,,,811.0,3201217.0,94.698,2374.0,4.7,148.8,74328.0,71532.0,7.2,,,1000.0,4782544.0,134.307,2796.0,3.8,138.2,17413.0,16517.0,13.9,423.0,1238654.0,30.851,896.0,5.1,153.76,123541.0,119327.0,5.9,,,1773.0,10203897.0,216.115,4214.0,3.4,141.23,17115.0,16361.0,136.1,11751.0,11101.0,19.7,185.0,754612.0,25.612,650.0,5.5,142.98,50663.0,48659.0,7.7,,,1384.0,5118038.0,94.606,2004.0,4.0,144.23,19756.0,18992.0,8.3,625.0,1956328.0,35.204,764.0,3.9,140.75,68955.0,66114.0,10.1,,,1368.0,6070558.0,138.792,2841.0,4.1,132.64,53362.0,51149.0,12.3,,,1000.0,3907071.0,88.739,2213.0,4.1,162.32,33500.0,32196.0,9.9,,,1225.0,2512246.0,48.88,1304.0,3.9
2005-08-31,117.15,35221.0,33099.0,14.2,,,120.0,2820988.0,73.385,2122.0,6.0,155.18,278429.0,268392.0,6.5,,,2364.0,33543034.0,507.037,10037.0,3.6,141.35,424923.0,406774.0,8.2,,,2103.0,44632581.0,778.827,18149.0,4.3,149.24,276698.0,367.7,21.5,,,740.0,42157091.0,641.004,19710.0,7.1,148.98,46684.0,45052.0,5.4,,,525.0,3317798.0,85.291,1632.0,3.5,144.38,16864.0,16178.0,10.5,316.0,905195.0,30.795,686.0,4.1,148.72,93271.0,90063.0,5.1,,,1040.0,5108086.0,164.983,3208.0,3.4,138.17,49840.0,47871.0,8.1,,,811.0,3201217.0,94.698,1969.0,4.0,148.8,73683.0,71178.0,7.2,,,1000.0,4782544.0,134.307,2505.0,3.4,138.2,17662.0,16809.0,13.9,423.0,1238654.0,30.851,853.0,4.8,153.76,122114.0,118308.0,5.9,,,1773.0,10203897.0,216.115,3806.0,3.1,141.23,17162.0,16446.0,136.1,11795.0,11192.0,19.7,185.0,754612.0,25.612,603.0,5.1,142.98,50402.0,48540.0,7.7,,,1384.0,5118038.0,94.606,1862.0,3.7,144.23,19869.0,19157.0,8.3,625.0,1956328.0,35.204,712.0,3.6,140.75,69006.0,66207.0,10.1,,,1368.0,6070558.0,138.792,2799.0,4.1,132.64,53635.0,51568.0,12.3,,,1000.0,3907071.0,88.739,2067.0,3.9,162.32,32898.0,31654.0,9.9,,,1225.0,2512246.0,48.88,1244.0,3.8
2005-09-30,117.15,35128.0,33140.0,14.2,,,120.0,2820988.0,73.385,1988.0,5.7,155.18,276606.0,267869.0,6.5,,,2364.0,33543034.0,507.037,8737.0,3.2,141.35,422835.0,405984.0,8.2,,,2103.0,44632581.0,778.827,16851.0,4.0,149.24,274901.0,369.8,21.5,,,740.0,42157091.0,641.004,18414.0,6.7,148.98,46053.0,44681.0,5.4,,,525.0,3317798.0,85.291,1372.0,3.0,144.38,16330.0,15694.0,10.5,316.0,905195.0,30.795,636.0,3.9,148.72,92500.0,89889.0,5.1,,,1040.0,5108086.0,164.983,2611.0,2.8,138.17,49811.0,47784.0,8.1,,,811.0,3201217.0,94.698,2027.0,4.1,148.8,72823.0,70592.0,7.2,,,1000.0,4782544.0,134.307,2231.0,3.1,138.2,17323.0,16503.0,13.9,423.0,1238654.0,30.851,820.0,4.7,153.76,120695.0,117319.0,5.9,,,1773.0,10203897.0,216.115,3376.0,2.8,141.23,16438.0,15794.0,136.1,11523.0,10977.0,19.7,185.0,754612.0,25.612,546.0,4.7,142.98,49214.0,47707.0,7.7,,,1384.0,5118038.0,94.606,1507.0,3.1,144.23,19083.0,18457.0,8.3,625.0,1956328.0,35.204,626.0,3.3,140.75,68162.0,65251.0,10.1,,,1368.0,6070558.0,138.792,2911.0,4.3,132.64,52509.0,50583.0,12.3,,,1000.0,3907071.0,88.739,1926.0,3.7,162.32,29809.0,28651.0,9.9,,,1225.0,2512246.0,48.88,1158.0,3.9
2005-10-31,117.15,35775.0,33882.0,14.2,,,120.0,2820988.0,73.385,1893.0,5.3,155.18,279090.0,270251.0,6.5,,,2364.0,33543034.0,507.037,8839.0,3.2,141.35,426197.0,409594.0,8.2,,,2103.0,44632581.0,778.827,16603.0,3.9,149.24,276679.0,367.7,21.5,,,740.0,42157091.0,641.004,17912.0,6.5,148.98,46562.0,45190.0,5.4,,,525.0,3317798.0,85.291,1372.0,2.9,144.38,16463.0,15842.0,10.5,316.0,905195.0,30.795,621.0,3.8,148.72,93294.0,90686.0,5.1,,,1040.0,5108086.0,164.983,2608.0,2.8,138.17,51186.0,48468.0,8.1,,,811.0,3201217.0,94.698,2718.0,5.3,148.8,73641.0,71400.0,7.2,,,1000.0,4782544.0,134.307,2241.0,3.0,138.2,17392.0,16616.0,13.9,423.0,1238654.0,30.851,776.0,4.5,153.76,121758.0,118398.0,5.9,,,1773.0,10203897.0,216.115,3360.0,2.8,141.23,16528.0,15899.0,136.1,11634.0,11060.0,19.7,185.0,754612.0,25.612,574.0,4.9,142.98,49340.0,47817.0,7.7,,,1384.0,5118038.0,94.606,1523.0,3.1,144.23,19155.0,18538.0,8.3,625.0,1956328.0,35.204,617.0,3.2,140.75,68963.0,66115.0,10.1,,,1368.0,6070558.0,138.792,2848.0,4.1,132.64,52914.0,50956.0,12.3,,,1000.0,3907071.0,88.739,1958.0,3.7,162.32,27269.0,25889.0,9.9,,,1225.0,2512246.0,48.88,1380.0,5.1
2005-11-30,117.15,35609.0,33693.0,14.2,,,120.0,2820988.0,73.385,1916.0,5.4,155.18,278837.0,269613.0,6.5,,,2364.0,33543034.0,507.037,9224.0,3.3,141.35,425515.0,408626.0,8.2,,,2103.0,44632581.0,778.827,16889.0,4.0,149.24,275948.0,368.1,21.5,,,740.0,42157091.0,641.004,17793.0,6.4,148.98,46649.0,45210.0,5.4,,,525.0,3317798.0,85.291,1439.0,3.1,144.38,16167.0,15493.0,10.5,316.0,905195.0,30.795,674.0,4.2,148.72,93264.0,90473.0,5.1,,,1040.0,5108086.0,164.983,2791.0,3.0,138.17,50472.0,48588.0,8.1,,,811.0,3201217.0,94.698,1884.0,3.7,148.8,73751.0,71431.0,7.2,,,1000.0,4782544.0,134.307,2320.0,3.1,138.2,16854.0,16053.0,13.9,423.0,1238654.0,30.851,801.0,4.8,153.76,121675.0,118148.0,5.9,,,1773.0,10203897.0,216.115,3527.0,2.9,141.23,16208.0,15509.0,136.1,11557.0,10944.0,19.7,185.0,754612.0,25.612,613.0,5.3,142.98,49446.0,47792.0,7.7,,,1384.0,5118038.0,94.606,1654.0,3.3,144.23,18790.0,18143.0,8.3,625.0,1956328.0,35.204,647.0,3.4,140.75,68752.0,66028.0,10.1,,,1368.0,6070558.0,138.792,2724.0,4.0,132.64,52567.0,50431.0,12.3,,,1000.0,3907071.0,88.739,2136.0,4.1,162.32,26246.0,24192.0,9.9,,,1225.0,2512246.0,48.88,2054.0,7.8
2005-12-31,130.16,35543.0,33572.0,15.0,,,114.0,2802104.0,72.704,1971.0,5.5,191.16,278985.0,271105.0,5.4,,,2495.0,35393218.0,508.31,7880.0,2.8,172.8,425882.0,410888.0,6.8,,,1936.0,47210285.0,781.795,14994.0,3.5,180.52,275663.0,368.1,22.2,,,1256.0,43200494.0,640.064,16078.0,5.8,183.18,46659.0,45413.0,5.0,,,488.0,3331774.0,86.723,1246.0,2.7,175.62,15815.0,15188.0,11.3,362.0,955258.0,31.584,627.0,4.0,180.51,93428.0,90973.0,3.7,,,809.0,5344709.0,166.798,2455.0,2.6,165.31,50985.0,48419.0,8.1,,,743.0,3330055.0,96.672,2566.0,5.0,186.42,73824.0,71750.0,5.7,,,1309.0,4860647.0,136.887,2074.0,2.8,172.02,16492.0,15602.0,14.4,490.0,1278387.0,31.119,890.0,5.4,188.75,121814.0,118824.0,4.6,,,1872.0,10577427.0,219.062,2990.0,2.5,161.15,16152.0,15402.0,166.66,11352.0,10773.0,20.1,209.0,766253.0,25.546,579.0,5.1,176.55,49240.0,47784.0,8.0,,,993.0,5265546.0,96.519,1456.0,3.0,176.51,18448.0,17789.0,8.2,648.0,2023667.0,35.663,659.0,3.6,174.35,68968.0,66360.0,8.6,,,1945.0,6269607.0,141.237,2608.0,3.8,162.4,51700.0,49638.0,13.8,,,1003.0,4189465.0,90.568,2062.0,4.0,194.94,25509.0,23335.0,9.9,,,1121.0,2566606.0,48.797,2174.0,8.5
2006-01-31,130.16,35305.0,32988.0,15.0,,,114.0,2802104.0,72.704,2317.0,6.6,191.16,276156.0,267084.0,5.4,,,2495.0,35393218.0,508.31,9072.0,3.3,172.8,423623.0,406700.0,6.8,,,1936.0,47210285.0,781.795,16923.0,4.0,180.52,272464.0,366.1,22.2,,,1256.0,43200494.0,640.064,17734.0,6.5,183.18,46800.0,45333.0,5.0,,,488.0,3331774.0,86.723,1467.0,3.1,175.62,16006.0,15258.0,11.3,362.0,955258.0,31.584,748.0,4.7,180.51,93877.0,90819.0,3.7,,,809.0,5344709.0,166.798,3058.0,3.3,165.31,50545.0,48393.0,8.1,,,743.0,3330055.0,96.672,2152.0,4.3,186.42,74012.0,71730.0,5.7,,,1309.0,4860647.0,136.887,2282.0,3.1,172.02,16638.0,15605.0,14.4,490.0,1278387.0,31.119,1033.0,6.2,188.75,122610.0,118772.0,4.6,,,1872.0,10577427.0,219.062,3838.0,3.1,161.15,16934.0,15937.0,166.66,11037.0,10325.0,20.1,209.0,766253.0,25.546,712.0,6.5,176.55,50571.0,48896.0,8.0,,,993.0,5265546.0,96.519,1675.0,3.3,176.51,18644.0,17823.0,8.2,648.0,2023667.0,35.663,821.0,4.4,174.35,68598.0,65446.0,8.6,,,1945.0,6269607.0,141.237,3152.0,4.6,162.4,50841.0,48533.0,13.8,,,1003.0,4189465.0,90.568,2308.0,4.5,194.94,25066.0,22593.0,9.9,,,1121.0,2566606.0,48.797,2473.0,9.9
